region,price,manufacturer,model,cylinders,fuel,odometer,transmission,drive,type,seats,engine_cc,max_power,age
bangalore,230000,ford,figo,4.0,diesel,139010,manual,fwd,hatchback,,,,13
bangalore,269000,honda,brio,4.0,petrol,54614,manual,fwd,hatchback,,,,13
bangalore,296000,hyundai,i10,4.0,petrol,48414,manual,,hatchback,,,,14
bangalore,781000,hyundai,verna,4.0,petrol,65655,automatic,fwd,sedan,,,,9
bangalore,428000,honda,amaze,4.0,petrol,43556,manual,fwd,sedan,,,,11
bangalore,414000,hyundai,grand i10,4.0,petrol,37570,automatic,fwd,hatchback,,,,12
bangalore,239000,hyundai,eon,3.0,petrol,51154,manual,fwd,hatchback,,,,13
bangalore,808000,hyundai,exter,4.0,petrol,18835,manual,fwd,suv,,,,3
bangalore,278000,hyundai,i10,4.0,petrol,72469,automatic,fwd,hatchback,,,,15
bangalore,378000,maruti suzuki,alto k10,3.0,petrol,30514,automatic,fwd,hatchback,,,,9
bangalore,694000,renault,kiger,3.0,petrol,41042,manual,fwd,suv,,,,4
bangalore,361000,mahindra,kuv100,3.0,petrol,50854,manual,fwd,crossover,,,,10
bangalore,560000,renault,triber,3.0,petrol,63781,manual,fwd,muv,,,,5
bangalore,256000,datsun,go,3.0,petrol,28930,manual,fwd,hatchback,,,,12
bangalore,434000,renault,kwid,3.0,petrol,19247,manual,fwd,hatchback,,,,5
bangalore,266000,ford,figo,4.0,petrol,63075,manual,fwd,hatchback,,,,14
bangalore,227000,maruti suzuki,wagon r,3.0,petrol,71142,manual,,hatchback,,,,15
bangalore,211000,maruti suzuki,a-star,3.0,petrol,48515,manual,,hatchback,,,,16
bangalore,234000,ford,figo,4.0,petrol,58874,manual,fwd,hatchback,,,,15
bangalore,485000,maruti suzuki,ciaz,4.0,petrol,82173,automatic,fwd,sedan,,,,10
bangalore,802000,hyundai,new i20,3.0,petrol,111570,automatic,fwd,hatchback,,,,5
bangalore,733000,hyundai,grand i10 nios,4.0,petrol,9356,manual,fwd,hatchback,,,,1
bangalore,708000,nissan,magnite,3.0,petrol,53472,automatic,fwd,suv,,,,5
bangalore,247000,ford,figo,4.0,petrol,37753,manual,fwd,hatchback,,,,12
bangalore,748000,hyundai,aura,4.0,petrol,33799,automatic,fwd,sedan,,,,3
bangalore,380000,maruti suzuki,celerio,3.0,petrol,39635,automatic,fwd,hatchback,,,,10
bangalore,253000,maruti suzuki,alto k10,3.0,petrol,80448,manual,fwd,hatchback,,,,11
bangalore,1258000,skoda,kushaq,4.0,petrol,71198,manual,fwd,suv,,,,4
bangalore,549000,hyundai,grand i10,4.0,petrol,21937,manual,fwd,hatchback,,,,8
bangalore,286000,maruti suzuki,alto k10,3.0,petrol,103853,manual,fwd,hatchback,,,,10
bangalore,415000,tata,zest,4.0,petrol,81757,manual,fwd,sedan,,,,9
bangalore,377000,renault,kwid,3.0,petrol,15026,automatic,fwd,hatchback,,,,9
bangalore,867000,tata,nexon,3.0,petrol,49050,automatic,fwd,suv,,,,6
bangalore,521000,honda,brio,4.0,petrol,27598,manual,fwd,hatchback,,,,9
bangalore,430000,maruti suzuki,wagon r,3.0,petrol,39665,manual,fwd,hatchback,,,,8
bangalore,1195743,kia,seltos,4.0,diesel,58836,manual,fwd,suv,,,,7
bangalore,1232058,maruti suzuki,brezza,4.0,petrol,24501,manual,fwd,suv,,,,2
bangalore,248000,hyundai,i10,4.0,petrol,52887,manual,fwd,hatchback,,,,14
bangalore,297000,maruti suzuki,alto 800,3.0,petrol,40537,manual,fwd,hatchback,,,,10
bangalore,699000,hyundai,i20,3.0,petrol,35417,manual,fwd,hatchback,,,,5
bangalore,271000,ford,figo,4.0,petrol,38211,manual,fwd,hatchback,,,,13
bangalore,374000,honda,brio,4.0,petrol,76571,automatic,fwd,hatchback,,,,11
bangalore,588000,volkswagen,vento,4.0,petrol,106277,automatic,fwd,sedan,,,,9
bangalore,303000,maruti suzuki,celerio,3.0,petrol,95806,automatic,fwd,hatchback,,,,11
bangalore,526000,maruti suzuki,alto k10,3.0,cng,21597,manual,fwd,hatchback,,,,3
bangalore,418000,maruti suzuki,alto k10,3.0,petrol,52748,manual,fwd,hatchback,,,,3
bangalore,409000,renault,kwid,3.0,petrol,28854,automatic,fwd,hatchback,,,,7
bangalore,1622000,skoda,superb,4.0,petrol,53898,automatic,fwd,sedan,,,,8
bangalore,337000,maruti suzuki,celerio,3.0,petrol,95271,manual,fwd,hatchback,,,,10
bangalore,782000,tata,punch,3.0,cng,19107,manual,fwd,suv,,,,2
bangalore,292000,honda,brio,4.0,petrol,39509,manual,,hatchback,,,,14
bangalore,430000,volkswagen,ameo,3.0,petrol,104506,manual,fwd,sedan,,,,9
bangalore,261000,datsun,go,3.0,petrol,94931,manual,fwd,hatchback,,,,10
bangalore,352000,hyundai,grand i10,4.0,petrol,96409,manual,fwd,hatchback,,,,12
bangalore,241000,hyundai,i10,4.0,petrol,87909,automatic,fwd,hatchback,,,,16
bangalore,293000,nissan,sunny,4.0,petrol,129347,manual,fwd,sedan,,,,13
bangalore,1199783,maruti suzuki,grand vitara,4.0,petrol,6171,manual,fwd,suv,,,,2
bangalore,378000,hyundai,grand i10,4.0,petrol,46316,manual,fwd,hatchback,,,,11
bangalore,373000,tata,zest,4.0,petrol,72114,manual,fwd,sedan,,,,11
bangalore,285000,renault,kwid,3.0,petrol,46413,manual,fwd,hatchback,,,,10
bangalore,1697713,mahindra,xuv700,4.0,petrol,27273,automatic,fwd,suv,,,,4
bangalore,735000,hyundai,venue,3.0,petrol,90497,manual,fwd,suv,,,,6
bangalore,367000,honda,amaze,4.0,petrol,39758,manual,fwd,sedan,,,,12
bangalore,619000,hyundai,elite i20,4.0,diesel,70337,manual,fwd,hatchback,,,,10
bangalore,584000,hyundai,elite i20,4.0,petrol,57539,manual,fwd,hatchback,,,,10
bangalore,424000,hyundai,grand i10,4.0,petrol,110383,manual,fwd,hatchback,,,,8
bangalore,966000,maruti suzuki,xl6,4.0,petrol,19621,manual,fwd,muv,,,,5
bangalore,304000,hyundai,i10,4.0,petrol,45034,manual,fwd,hatchback,,,,13
bangalore,482000,renault,triber,3.0,petrol,39996,manual,fwd,muv,,,,6
bangalore,572000,honda,wr-v,4.0,diesel,98172,manual,fwd,suv,,,,9
bangalore,1320983,volkswagen,taigun,3.0,petrol,53928,automatic,fwd,suv,,,,4
bangalore,404000,maruti suzuki,celerio,3.0,petrol,91625,automatic,fwd,hatchback,,,,9
bangalore,306000,toyota,etios,4.0,petrol,115465,manual,fwd,sedan,,,,14
bangalore,378000,hyundai,grand i10,4.0,petrol,134418,automatic,fwd,hatchback,,,,12
bangalore,366000,maruti suzuki,celerio,3.0,petrol,60153,automatic,fwd,hatchback,,,,12
bangalore,282000,renault,kwid,3.0,petrol,38457,manual,fwd,hatchback,,,,10
bangalore,259000,hyundai,i10,4.0,petrol,68635,manual,fwd,hatchback,,,,13
bangalore,558000,hyundai,grand i10,4.0,petrol,46826,automatic,fwd,hatchback,,,,8
bangalore,376000,maruti suzuki,celerio,3.0,petrol,69455,automatic,fwd,hatchback,,,,10
bangalore,409000,ford,figo,4.0,petrol,82154,manual,fwd,hatchback,,,,9
bangalore,2007000,mahindra,scorpio n,4.0,diesel,30332,automatic,rwd,suv,,,,4
bangalore,2128983,mahindra,xuv700,4.0,diesel,18648,automatic,fwd,suv,,,,2
bangalore,417000,honda,jazz,4.0,petrol,109701,manual,fwd,hatchback,,,,10
bangalore,302000,nissan,micra active,3.0,petrol,56051,manual,fwd,hatchback,,,,12
bangalore,320000,mahindra,kuv100,3.0,petrol,54817,manual,fwd,crossover,,,,9
bangalore,331000,hyundai,i20,,petrol,85204,manual,,hatchback,,,,15
bangalore,331000,maruti suzuki,celerio,3.0,petrol,131138,automatic,fwd,hatchback,,,,10
bangalore,250000,hyundai,i10,4.0,petrol,94019,manual,fwd,hatchback,,,,14
bangalore,563000,maruti suzuki,dzire,4.0,petrol,69498,automatic,fwd,sedan,,,,9
bangalore,348000,hyundai,i10,4.0,petrol,50538,manual,fwd,hatchback,,,,12
bangalore,1142000,volkswagen,taigun,3.0,petrol,110635,automatic,fwd,suv,,,,5
bangalore,779000,tata,altroz,4.0,diesel,38175,manual,fwd,hatchback,,,,2
bangalore,418000,tata,tiago,3.0,petrol,59122,manual,fwd,hatchback,,,,9
bangalore,608000,hyundai,grand i10,4.0,petrol,38143,automatic,fwd,hatchback,,,,7
bangalore,256000,nissan,micra,3.0,petrol,65075,manual,fwd,hatchback,,,,13
bangalore,542000,volkswagen,polo,3.0,petrol,74539,manual,fwd,hatchback,,,,8
bangalore,340000,datsun,redi-go,3.0,petrol,27656,automatic,fwd,hatchback,,,,7
bangalore,580000,maruti suzuki,baleno,4.0,petrol,108548,automatic,fwd,hatchback,,,,9
bangalore,953000,tata,nexon,3.0,petrol,26891,automatic,fwd,suv,,,,5
bangalore,952000,mahindra,xuv 300,4.0,diesel,66746,manual,fwd,suv,,,,4
bangalore,1047000,kia,seltos,4.0,petrol,50756,manual,fwd,suv,,,,6
bangalore,485000,renault,kwid,3.0,petrol,21045,automatic,fwd,hatchback,,,,4
bangalore,1456323,kia,seltos,4.0,diesel,66175,automatic,fwd,suv,,,,5
bangalore,832000,hyundai,venue,4.0,diesel,98968,manual,fwd,suv,,,,5
bangalore,582000,tata,nexon,3.0,petrol,144917,manual,fwd,suv,,,,8
bangalore,825000,hyundai,verna,4.0,petrol,39593,automatic,fwd,sedan,,,,8
bangalore,749000,tata,altroz,3.0,petrol,31238,automatic,fwd,hatchback,,,,3
bangalore,401000,hyundai,grand i10,4.0,petrol,34359,automatic,fwd,hatchback,,,,11
bangalore,793000,hyundai,verna,4.0,petrol,71188,manual,fwd,sedan,,,,8
bangalore,230000,datsun,redi-go,3.0,petrol,26506,manual,fwd,hatchback,,,,9
bangalore,283000,hyundai,i20,4.0,petrol,144230,automatic,,hatchback,,,,15
bangalore,562000,hyundai,elite i20,4.0,petrol,35245,manual,fwd,hatchback,,,,9
bangalore,617000,maruti suzuki,swift,4.0,petrol,66898,automatic,fwd,hatchback,,,,6
bangalore,437000,volkswagen,vento,4.0,petrol,75579,automatic,fwd,sedan,,,,12
bangalore,351000,nissan,sunny,4.0,petrol,98876,manual,fwd,sedan,,,,12
bangalore,498000,maruti suzuki,ignis,4.0,petrol,41689,automatic,fwd,hatchback,,,,8
bangalore,657000,renault,kiger,3.0,petrol,7207,manual,fwd,suv,,,,3
bangalore,1746193,hyundai,creta,4.0,diesel,51301,automatic,fwd,suv,,,,3
bangalore,262000,honda,brio,4.0,petrol,51961,manual,,hatchback,,,,14
bangalore,475000,hyundai,elite i20,4.0,petrol,43837,manual,fwd,hatchback,,,,12
bangalore,989000,maruti suzuki,xl6,4.0,petrol,52360,automatic,fwd,muv,,,,5
bangalore,505000,maruti suzuki,ciaz,4.0,petrol,124295,automatic,fwd,sedan,,,,9
bangalore,544000,ford,figo aspire,3.0,petrol,54556,manual,fwd,sedan,,,,6
bangalore,623000,hyundai,elite i20,4.0,petrol,41669,manual,fwd,hatchback,,,,8
bangalore,285000,hyundai,i10,4.0,petrol,79547,manual,fwd,hatchback,,,,14
bangalore,408000,tata,tiago,3.0,petrol,87627,automatic,fwd,hatchback,,,,9
bangalore,483000,honda,jazz,4.0,petrol,93012,automatic,fwd,hatchback,,,,9
bangalore,1122013,maruti suzuki,brezza,4.0,petrol,9938,manual,fwd,suv,,,,4
bangalore,423000,maruti suzuki,celerio,3.0,petrol,39026,automatic,fwd,hatchback,,,,10
bangalore,399000,renault,kwid,3.0,petrol,36145,automatic,fwd,hatchback,,,,5
bangalore,439000,renault,kwid,3.0,petrol,20663,automatic,fwd,hatchback,,,,4
bangalore,223000,hyundai,i10,4.0,petrol,120172,manual,fwd,hatchback,,,,15
bangalore,282000,renault,kwid,3.0,petrol,111891,automatic,fwd,hatchback,,,,10
bangalore,767000,mahindra,xuv 300,4.0,diesel,98996,automatic,fwd,suv,,,,7
bangalore,501000,honda,city,4.0,petrol,53952,manual,fwd,sedan,,,,11
bangalore,233000,ford,figo,4.0,petrol,63783,manual,fwd,hatchback,,,,15
bangalore,542000,maruti suzuki,ciaz,4.0,petrol,49305,automatic,fwd,sedan,,,,10
bangalore,333000,maruti suzuki,celerio,3.0,petrol,63199,automatic,fwd,hatchback,,,,12
bangalore,1633000,mg motors,hector,4.0,petrol,25275,automatic,fwd,suv,,,,4
bangalore,446000,honda,amaze,4.0,petrol,91259,manual,fwd,sedan,,,,11
bangalore,428000,tata,tiago,3.0,petrol,66368,manual,fwd,hatchback,,,,9
bangalore,209000,ford,figo,4.0,petrol,53269,manual,fwd,hatchback,,,,16
bangalore,1911833,mahindra,xuv700,4.0,diesel,45753,automatic,fwd,suv,,,,3
bangalore,587000,maruti suzuki,baleno,4.0,petrol,70276,automatic,fwd,hatchback,,,,9
bangalore,609000,maruti suzuki,baleno,4.0,petrol,109242,automatic,fwd,hatchback,,,,4
bangalore,1854165,mahindra,xuv700,4.0,petrol,49633,automatic,fwd,suv,,,,4
bangalore,409000,maruti suzuki,swift dzire,4.0,petrol,25269,automatic,fwd,sedan,,,,14
bangalore,597000,hyundai,elite i20,4.0,petrol,50462,manual,fwd,hatchback,,,,10
bangalore,423000,mahindra,kuv100 nxt,3.0,petrol,40768,manual,fwd,crossover,,,,8
bangalore,451000,honda,city,4.0,petrol,115031,automatic,fwd,sedan,,,,12
bangalore,335000,mahindra,kuv100,3.0,petrol,109395,manual,fwd,crossover,,,,10
bangalore,341000,maruti suzuki,alto k10,3.0,petrol,62022,automatic,fwd,hatchback,,,,10
bangalore,1002000,hyundai,creta,4.0,diesel,119338,manual,fwd,suv,,,,7
bangalore,471000,ford,ecosport,4.0,diesel,146032,manual,fwd,suv,,,,12
bangalore,353000,hyundai,i20,4.0,diesel,109455,manual,fwd,hatchback,,,,13
bangalore,243000,datsun,redi-go,3.0,petrol,61934,manual,fwd,hatchback,,,,9
bangalore,467000,tata,tiago,3.0,petrol,22904,manual,fwd,hatchback,,,,5
bangalore,423000,hyundai,grand i10,4.0,petrol,35534,manual,fwd,hatchback,,,,11
bangalore,351000,maruti suzuki,swift,4.0,petrol,77663,manual,fwd,hatchback,,,,12
bangalore,343000,hyundai,i10,4.0,petrol,40057,manual,fwd,hatchback,,,,10
bangalore,2379365,mahindra,scorpio n,4.0,diesel,22607,automatic,,suv,,,,3
bangalore,271000,ford,figo,4.0,petrol,56734,manual,fwd,hatchback,,,,14
bangalore,414000,maruti suzuki,celerio,3.0,petrol,45315,automatic,fwd,hatchback,,,,9
bangalore,722000,ford,ecosport,3.0,petrol,91562,manual,fwd,suv,,,,6
bangalore,589000,maruti suzuki,ciaz,4.0,petrol,63111,manual,fwd,sedan,,,,9
bangalore,451000,skoda,rapid,4.0,petrol,91796,manual,fwd,sedan,,,,11
bangalore,410000,hyundai,grand i10,4.0,petrol,84856,automatic,fwd,hatchback,,,,12
bangalore,693000,renault,kiger,3.0,petrol,37187,automatic,fwd,suv,,,,5
bangalore,391000,maruti suzuki,celerio,3.0,petrol,58614,automatic,fwd,hatchback,,,,10
bangalore,550000,maruti suzuki,baleno,4.0,petrol,73817,automatic,fwd,hatchback,,,,10
bangalore,493000,honda,city,4.0,petrol,100939,automatic,fwd,sedan,,,,12
bangalore,459000,hyundai,elite i20,4.0,petrol,63085,manual,fwd,hatchback,,,,12
bangalore,590000,volkswagen,polo,3.0,petrol,71311,manual,fwd,hatchback,,,,6
bangalore,254000,maruti suzuki,alto k10,3.0,petrol,145379,automatic,fwd,hatchback,,,,12
bangalore,1628000,kia,seltos,4.0,diesel,19468,automatic,fwd,suv,,,,4
bangalore,1459308,hyundai,creta,4.0,petrol,46309,automatic,fwd,suv,,,,5
bangalore,480000,volkswagen,polo,3.0,petrol,50699,manual,fwd,hatchback,,,,10
bangalore,1254294,volkswagen,taigun,3.0,petrol,43451,automatic,fwd,suv,,,,4
bangalore,239000,ford,figo,,petrol,75355,manual,fwd,hatchback,,,,14
bangalore,412000,maruti suzuki,swift,4.0,petrol,53328,manual,fwd,hatchback,,,,11
bangalore,498000,maruti suzuki,celerio,3.0,petrol,25735,automatic,fwd,hatchback,,,,8
bangalore,1694683,mahindra,scorpio n,4.0,diesel,50427,manual,rwd,suv,,,,4
bangalore,231000,nissan,micra,3.0,petrol,106008,manual,fwd,hatchback,,,,13
bangalore,715000,hyundai,creta,4.0,petrol,52656,manual,fwd,suv,,,,10
bangalore,506000,maruti suzuki,alto k10,3.0,petrol,221,manual,,hatchback,,,,1
bangalore,388000,volkswagen,polo,3.0,petrol,68274,manual,fwd,hatchback,,,,12
bangalore,413000,hyundai,grand i10,3.0,diesel,105329,manual,fwd,hatchback,,,,10
bangalore,510000,ford,ecosport,3.0,petrol,60232,manual,fwd,suv,,,,11
bangalore,916000,tata,nexon,4.0,diesel,42946,manual,fwd,suv,,,,5
bangalore,216000,ford,figo,4.0,petrol,89217,manual,fwd,hatchback,,,,15
bangalore,579000,hyundai,elite i20,4.0,petrol,47271,automatic,fwd,hatchback,,,,8
bangalore,250000,hyundai,eon,3.0,petrol,104684,manual,fwd,hatchback,,,,10
bangalore,431000,maruti suzuki,celerio,3.0,petrol,42418,automatic,fwd,hatchback,,,,8
bangalore,488000,tata,tigor,3.0,petrol,35926,manual,fwd,sedan,,,,7
bangalore,275000,maruti suzuki,wagon r 1.0,3.0,petrol,47915,manual,,hatchback,,,,14
bangalore,1143000,mahindra,xuv500,4.0,diesel,56057,automatic,fwd,suv,,,,8
bangalore,280000,maruti suzuki,celerio,3.0,petrol,118201,automatic,fwd,hatchback,,,,12
bangalore,300000,maruti suzuki,alto 800,3.0,petrol,75303,manual,fwd,hatchback,,,,8
bangalore,1552000,kia,seltos,4.0,diesel,41616,automatic,fwd,suv,,,,4
bangalore,548000,honda,amaze,4.0,petrol,117653,manual,fwd,sedan,,,,7
bangalore,638000,hyundai,creta,4.0,petrol,101551,automatic,fwd,suv,,,,10
bangalore,362000,honda,amaze,4.0,petrol,47398,manual,fwd,sedan,,,,12
bangalore,297000,maruti suzuki,celerio,3.0,petrol,69764,automatic,fwd,hatchback,,,,12
bangalore,1707000,mahindra,scorpio n,4.0,petrol,80721,manual,rwd,suv,,,,3
bangalore,398000,mahindra,kuv100,3.0,petrol,56838,manual,fwd,crossover,,,,10
bangalore,231000,hyundai,i10,4.0,petrol,74118,manual,fwd,hatchback,,,,15
bangalore,1285588,maruti suzuki,xl6,4.0,cng,17099,manual,fwd,muv,,,,2
bangalore,1059348,maruti suzuki,ertiga,4.0,petrol,25895,automatic,fwd,muv,,,,3
bangalore,291000,hyundai,i20,,petrol,47111,manual,,hatchback,,,,15
bangalore,767000,hyundai,i20,3.0,petrol,35619,manual,fwd,hatchback,,,,5
bangalore,509000,hyundai,elite i20,4.0,petrol,56493,manual,fwd,hatchback,,,,10
bangalore,295000,maruti suzuki,celerio,3.0,petrol,43091,automatic,fwd,hatchback,,,,12
bangalore,344000,toyota,etios,4.0,petrol,64593,manual,fwd,sedan,,,,15
bangalore,372000,hyundai,grand i10,4.0,petrol,90056,automatic,fwd,hatchback,,,,12
bangalore,1153323,honda,city,4.0,petrol,18571,manual,fwd,sedan,,,,3
bangalore,230000,maruti suzuki,alto,3.0,petrol,46217,manual,fwd,hatchback,,,,15
bangalore,1235000,maruti suzuki,xl6,4.0,petrol,19392,automatic,fwd,muv,,,,4
bangalore,1066000,skoda,kushaq,3.0,petrol,92367,manual,fwd,suv,,,,4
bangalore,445000,hyundai,elite i20,4.0,petrol,94631,manual,fwd,hatchback,,,,11
bangalore,562000,skoda,rapid,4.0,petrol,93433,manual,fwd,sedan,,,,9
bangalore,535000,volkswagen,polo,3.0,petrol,53280,manual,fwd,hatchback,,,,10
bangalore,381000,renault,kwid,3.0,petrol,21255,automatic,fwd,hatchback,,,,8
bangalore,503000,maruti suzuki,baleno,4.0,petrol,89022,automatic,fwd,hatchback,,,,9
bangalore,396000,renault,kwid,3.0,petrol,16895,automatic,fwd,hatchback,,,,7
bangalore,333000,nissan,sunny,4.0,diesel,121008,manual,fwd,sedan,,,,13
bangalore,610000,volkswagen,ameo,3.0,petrol,32395,manual,fwd,sedan,,,,8
bangalore,1840123,mahindra,xuv700,4.0,diesel,79807,automatic,fwd,suv,,,,5
bangalore,668000,hyundai,creta,4.0,petrol,109969,manual,fwd,suv,,,,10
bangalore,381000,honda,city,4.0,petrol,82958,automatic,fwd,sedan,,,,14
bangalore,373000,mahindra,kuv100,3.0,petrol,62395,manual,fwd,crossover,,,,10
bangalore,730000,hyundai,elite i20,4.0,petrol,26653,manual,fwd,hatchback,,,,6
bangalore,284000,hyundai,i10,4.0,petrol,68330,manual,fwd,hatchback,,,,12
bangalore,524000,hyundai,new santro 1.1,4.0,petrol+cng,103887,manual,fwd,hatchback,,,,5
bangalore,870000,toyota,innova,4.0,diesel,136936,manual,rwd,muv,,,,14
bangalore,270000,ford,figo,4.0,petrol,73433,manual,fwd,hatchback,,,,13
bangalore,2228875,mahindra,xuv700,4.0,petrol,28789,automatic,fwd,suv,,,,3
bangalore,1157000,maruti suzuki,fronx,3.0,petrol,22792,automatic,fwd,suv,,,,2
bangalore,686000,renault,kiger,3.0,petrol,58507,automatic,fwd,suv,,,,4
bangalore,504000,ford,ecosport,4.0,diesel,117213,manual,fwd,suv,,,,9
bangalore,742000,hyundai,venue,3.0,petrol,115823,automatic,fwd,suv,,,,7
bangalore,768000,renault,kiger,3.0,petrol,28365,automatic,fwd,suv,,,,4
bangalore,564000,honda,city,4.0,petrol,90559,automatic,fwd,sedan,,,,11
bangalore,1466423,hyundai,verna,4.0,petrol,8196,automatic,fwd,sedan,,,,3
bangalore,210000,datsun,redi-go,3.0,petrol,51154,manual,fwd,hatchback,,,,10
bangalore,338000,maruti suzuki,celerio,3.0,petrol,46023,automatic,fwd,hatchback,,,,12
bangalore,454000,volkswagen,polo,3.0,petrol,122068,manual,fwd,hatchback,,,,12
bangalore,296000,hyundai,i20,,petrol,88886,manual,,hatchback,,,,15
bangalore,479000,hyundai,verna,4.0,petrol,68964,automatic,fwd,sedan,,,,13
bangalore,459000,hyundai,elite i20,4.0,petrol,119506,manual,fwd,hatchback,,,,11
bangalore,866000,tata,nexon,3.0,petrol,17444,automatic,fwd,suv,,,,5
bangalore,777000,hyundai,i20,4.0,petrol,21841,manual,fwd,hatchback,,,,2
bangalore,289000,maruti suzuki,alto k10,3.0,petrol,32386,automatic,fwd,hatchback,,,,12
bangalore,1902000,mahindra,xuv700,4.0,petrol,32526,automatic,fwd,suv,,,,5
bangalore,293000,ford,figo,4.0,petrol,70266,manual,fwd,hatchback,,,,12
bangalore,365000,honda,brio,4.0,petrol,23155,manual,fwd,hatchback,,,,12
bangalore,682000,ford,ecosport,3.0,petrol,58574,automatic,fwd,suv,,,,8
bangalore,716000,hyundai,creta,4.0,petrol,64619,manual,fwd,suv,,,,9
bangalore,487000,hyundai,elite i20,4.0,petrol,76316,manual,fwd,hatchback,,,,11
bangalore,242000,hyundai,i10,4.0,petrol,59300,manual,,hatchback,,,,15
bangalore,810000,maruti suzuki,baleno,4.0,petrol,37126,automatic,fwd,hatchback,,,,3
bangalore,449000,hyundai,verna,4.0,diesel,94350,manual,fwd,sedan,,,,13
bangalore,1033104,nissan,magnite,3.0,petrol,9052,automatic,fwd,suv,,,,2
bangalore,292000,maruti suzuki,swift dzire,4.0,petrol,112551,manual,fwd,sedan,,,,15
bangalore,305000,hyundai,i10,4.0,petrol,108695,manual,fwd,hatchback,,,,11
bangalore,744000,hyundai,verna,4.0,diesel,68191,automatic,fwd,sedan,,,,8
bangalore,1991000,mahindra,scorpio n,4.0,diesel,46592,automatic,rwd,suv,,,,3
bangalore,934000,kia,sonet,3.0,petrol,45758,manual,fwd,suv,,,,3
bangalore,436000,hyundai,grand i10,4.0,petrol,46907,automatic,fwd,hatchback,,,,11
bangalore,203000,maruti suzuki,alto 800,3.0,petrol,86010,manual,fwd,hatchback,,,,13
bangalore,494000,hyundai,elite i20,4.0,diesel,144715,manual,fwd,hatchback,,,,11
bangalore,565000,maruti suzuki,baleno,4.0,petrol,70442,manual,fwd,hatchback,,,,8
bangalore,235000,maruti suzuki,alto 800,3.0,petrol,79804,manual,fwd,hatchback,,,,12
bangalore,461000,hyundai,grand i10,4.0,petrol,19174,manual,fwd,hatchback,,,,8
bangalore,234000,tata,nano,,petrol,27736,automatic,,hatchback,,,,10
bangalore,341000,ford,figo aspire,4.0,petrol,114555,manual,fwd,sedan,,,,11
bangalore,697000,honda,city,4.0,petrol,106563,automatic,fwd,sedan,,,,9
bangalore,401000,tata,tiago,3.0,petrol,29224,manual,fwd,hatchback,,,,10
bangalore,328000,hyundai,grand i10,3.0,diesel,83613,manual,fwd,hatchback,,,,12
bangalore,309000,maruti suzuki,alto 800,3.0,petrol,29265,manual,fwd,hatchback,,,,10
bangalore,688000,maruti suzuki,dzire,4.0,petrol,83792,automatic,fwd,sedan,,,,4
bangalore,298000,renault,kwid,3.0,petrol,45978,automatic,fwd,hatchback,,,,9
bangalore,479000,volkswagen,polo,3.0,petrol,66243,manual,fwd,hatchback,,,,12
bangalore,530000,skoda,rapid,4.0,petrol,57306,automatic,fwd,sedan,,,,10
bangalore,202000,datsun,redi-go,3.0,petrol,103067,manual,fwd,hatchback,,,,10
bangalore,698000,ford,ecosport,4.0,diesel,112068,manual,fwd,suv,,,,8
bangalore,481000,tata,tiago,3.0,petrol,56880,manual,fwd,hatchback,,,,8
bangalore,814000,nissan,magnite,3.0,petrol,59527,automatic,fwd,suv,,,,4
bangalore,245000,tata,nano,,petrol,54529,automatic,,hatchback,,,,10
bangalore,499000,hyundai,elite i20,4.0,petrol,94780,manual,fwd,hatchback,,,,11
bangalore,1324925,mahindra,thar,4.0,diesel,40016,manual,4wd,suv,,,,4
bangalore,499000,honda,city,4.0,petrol,79037,automatic,fwd,sedan,,,,12
bangalore,447000,ford,freestyle,3.0,petrol,123605,manual,fwd,crossover,,,,8
bangalore,417000,hyundai,grand i10,3.0,diesel,93813,manual,fwd,hatchback,,,,11
bangalore,1682000,mg motors,hector,4.0,diesel,37675,manual,fwd,suv,,,,3
